anonymous,author_shopid,author_username,cat_id,cmtid,comment,count_rating_with_image,count_with_context,ctime,editable,item_id,mtime,orderid,product_title,rating,rating_count0,rating_count1,rating_count2,rating_count3,rating_count4,rating_count5,rating_star,shopid,userid
False,346896145,resminsitompul,100644,8387644058,"Pengiriman sesuai dgn pesanan. Packing ya rapi
Pokok nya mantap",21,28,1652699454,0,7816687421,1671506402,106036856289127,"SSD 256GB 2.5"" SATA 3 6GB/s VISIPRO 100% ORIGINAL",81,81,0,0,0,5,76,4.938271604938271,31995121,346915720
True,759246694,b*****o,100644,10036323917,"Fitur Terbaik:Joss tenan
Sepadan dengan Harga:Harga bersaing

Datang langsung dicoba, semoga awet",13,15,1668256574,0,6883319680,1668502753,121826894180969,Orico M.2 NVME Case Enclosure USB C Gen2 10Gbps PCIe SSD M2 SATA NGFF 5Gbps SSD,48,48,1,0,1,5,41,4.770833333333333,368266472,759230448
False,24293507,erik_prasetia,100644,6103204209,SSD sudah diterima  dengan baik. Produk original made in Thailand. Pengemasan aman. Harga produj juga relatif lebih murah. Recomended seller.,92,117,1632641356,0,8037943089,1668226357,86153742080740,"SSD SAMSUNG 870 EVO SATA III 2.5"" 250GB 500GB 1TB 2TB 4TB Garansi 5 Tahun",282,282,1,0,2,15,264,4.918439716312057,11588002,24294843
True,17200575,b*****i,100644,7378049703,Terimakasih banyak barang sudah sampai dengan selamat semoga bermanfaat dan awet selalu...,2,2,1643787933,0,4857664576,1643787933,96967844340087,"TEAMGROUP SSD 2.5"" CX2 Series 2TB ( 2000GB ) Sata3",6,6,0,0,0,0,6,5.0,76511815,17201911
True,134774453,m*****e,100644,10213451301,"Sepadan dengan Harga:sepadan
Fitur Terbaik:baik

Memang toko yg fast response.
Tidak mengecewakan.
RO berkali"".
Thx",4,3,1670031241,1,11927121173,1670167126,123660474211781,"Midasforce Super Lightning 240GB - SSD SATA 2,5 inch 240GB / 256 GB",23,23,0,0,0,2,21,4.913043478260869,23764458,134776277
False,32066505,gusdar,100644,9503325293,"Fitur Terbaik:hmmmmm bagus
Sepadan dengan Harga:pas

Belum dipakai semoga awet dan bisa digunakan dengan baik",283,366,1662681664,0,11244007592,1662681664,116240583287346,Midasforce SSD Superlightning 120GB,1222,1222,3,1,7,75,1136,4.9180999180999185,14954873,32067889
False,576145273,w4lfarin3,100644,8822672396,Semoga saja awet. Belum di coba. Respon penjual mantap. Terimakasih,1,2,1656559120,0,12634542783,1656559120,109148084608874,Heat Sink Ssd M.2 Nvme Pcie Dengan Display Temperatur Digital,6,6,0,0,0,0,6,5.0,287920510,576164858
False,144347426,arif_jauhari,100644,3451045111,"Sippppppp..
Barang Original, cepat dan trima kasih ya....",11,10,1606058305,0,2342138493,1606058305,59556307109289,Orico Tcm2-C3 NVMe M.2 SSD Enclosure (10Gbps),60,60,1,0,0,3,56,4.883333333333334,187618,144349250
True,85915811,s*****d,100644,3693844682,"terima kasih ugreen...
pengiriman tepat waktu...
terima kasih ugreen...",32,32,1608703432,0,2251716363,1608703432,61986318344096,Ugreen Casing Enclosure SSD untuk M2 nvme NGFF,119,119,2,0,1,1,115,4.907563025210084,64923059,85917288
False,221496122,tedy_135,100644,10329748314,,11,9,1671200861,1,9312203293,1671200861,124619318232135,Transcend SSD M.2 PCIe MTE110S NVME,29,29,0,0,0,3,26,4.896551724137931,380229329,221500287
False,221496122,tedy_135,100644,10329748314,,0,0,1671200861,1,23513097134,1671200861,124619318232135,Transcend SSD M.2 PCIe MTE110S NVME,0,0,0,0,0,0,0,0.0,8530170,221500287
False,640302695,kimgus6,100644,10155675966,Belum saya cek dan semoga aja wort it,0,1,1669393274,1,19950460668,1669422172,122857374125237,"SSD Digirich Solid State Drive Digi rich 256GB SATA III 2.5"" Original",2,2,0,0,0,0,2,5.0,29709704,640322280
False,122839429,ghofar_almuhibbi,100644,10263132376,"Fitur Terbaik:ok
Sepadan dengan Harga:sangat sepadan

Respon penjual cepat dan juga ramah. Cepat ditangani dan juga dikirim.",43,52,1670576459,1,10984249184,1670576459,124126337189906,Caddy HDD/SSD Tambahan Slot SSD Pada Laptop,217,217,3,1,6,15,192,4.806451612903226,37027324,122841253
False,30735352,sony_briliandi,100644,10240066074,"Fitur Terbaik:baik

Kondisi oke
Peforma baik
Tidak ada kendala",1,1,1670325158,1,21724099994,1670927465,122739219115703,Laptop Lenovo ThinkPad T450 T450s Intel i5 i7 Gen 5 RAM 4 8 GB SSD HDD 128 256 500 GB Layar 14 Inch,1,1,0,0,0,1,0,4.0,817857955,30736736
True,63031954,f*****4,100644,10364523198,"mantap cepat prosesnya. barang sudah di coba, bagus tak ada kendala",0,1,1671545357,1,17890800074,1671612669,124959454207422,UGREEN SSD Casing Enclosure M.2 NVMe SATA To USB 3.1 / USB C 10Gbps,2,2,0,0,0,0,2,5.0,426418464,63033398
False,141068427,rizkyteguh23,100644,7250165364,Mantaapppppppppppp write nya diatas spesifikasinya dong 🤦🏻‍♂️nice,54,58,1642503831,0,3385986830,1670830481,95717073210001,SSD ADATA XPG SX6000 PRO 512GB - SSD M.2 NVMe PCIe Gen 3x4 - SSD NVME,137,137,0,0,0,2,135,4.985401459854015,135238684,141070251
True,127895201,z*****i,100644,10201199043,"Fitur Terbaik:boleh lah dengan harga segitu

Barang mantap
Packing aman",811,987,1669887702,1,2040387931,1671798525,123324455199579,SSD ADATA SU650 240GB - SSD SATA 3 / SSD SATA III - SSD 2.5 inch - SSD 240GB,2518,2518,5,1,24,192,2296,4.895552025416998,135238684,127897025
False,575839511,nasrulrzk,100644,10385760890,Fitur Terbaik:mantap,21,22,1671776424,1,21022289006,1671776424,124935115241940,SSD NVME M.2 256GB KAIZEN SSD NVMe M.2 PCIe Gen3 GARANSI RESMI,87,87,1,0,1,7,78,4.850574712643678,22284958,575859096
False,73156428,natingcom,100644,9579817166,"Sepadan dengan Harga:pas dgn keadaan saat ini
Fitur Terbaik:mantap

Top....berfungsi dgn baik, semoga awet. Makasih bos.
garansi 3 tahun mantap dah",4,8,1663323190,0,10631192247,1663323190,116907808220527,SSD RX7 240GB GARANSI RESMI 3TH,22,22,0,0,0,1,21,4.954545454545454,505956879,73157891
False,73156428,natingcom,100644,9579817166,"Sepadan dengan Harga:pas dgn keadaan saat ini
Fitur Terbaik:mantap

Top....berfungsi dgn baik, semoga awet. Makasih bos.
garansi 3 tahun mantap dah",0,0,1663323190,0,23213677125,1663323190,116907808220527,SSD RX7 240GB GARANSI RESMI 3TH,0,0,0,0,0,0,0,0.0,8530170,73157891
False,5984779,oirynet,100644,6993252143,"Terimakasih teamgroup, barangnya sudah sampai dengan selamat. Produk ok. Bonus masker.  Thanks J&T juga",14,24,1640128858,0,1461821781,1667372834,93444336327449,TEAMGROUP SSD M2 Sata 2280 - MS30 128GB,67,67,2,0,0,7,58,4.833333333333333,76511815,5986084
False,15480608,heru20okt,100644,9577727361,"Sudah mendarat dengan aman dan selamat semoga awet, terimakasih",9,13,1663307707,0,20318150085,1669691848,116823319247331,SSD M2 SATA / M.2 SATA / M2SATA 512GB KAIZEN RESMI (GARANSI 5 TAHUN),41,41,1,0,0,2,38,4.853658536585366,22284958,15481944
False,48577244,hwssstore,100644,7823318874,"Penjual ramah dan fast respon
Kemasan aman dan sampai dengan selamat
Pengiriman sangat cepat menggunakan shope ekspres u dari 24 jam sudah sampai.
Terima kasih seller dan ekspedisi pengiriman",149,196,1647862409,0,1728157276,1647862409,101284095229738,SSD V-Gen Turbo V-Nand M.2 2280 256GB - VGen M2 256 GB Sata 3,482,482,3,3,8,52,416,4.8153526970954355,15607053,48578632
False,129836968,billy.permana18,100644,9165916043,"Fitur Terbaik:Kecepatan dan kapasitas mantap
Sepadan dengan Harga:mantap

Kualitas terjamin",12,12,1659610789,0,8512198291,1659610789,113191811153528,Transcend SSD SATA3 SSD220Q,28,28,0,0,0,1,27,4.964285714285714,380229329,129838792
False,8051813,wijayah58,100644,9293757242,"Fitur Terbaik:kecepatan baca dan tulis
Sepadan dengan Harga:harga sesuai

Barang sampai dengan aman dan berfungsi dengan baik",1,2,1660695633,0,2770905348,1668101553,113990727219772,Gigabyte SSD 480GB,6,6,0,0,0,0,6,5.0,141518207,8053109
False,37102159,rendz93,100644,10226168569,"Fitur Terbaik:kenceng
Sepadan dengan Harga:bersahabat

Berfungsi dengan baik, harga bersahabat, packing aman, tapi kok pas di buka bubble wrap nya posisi ssd nya udah udah miring diluar mika 😔",11,14,1670166639,1,17383601784,1671640077,123487388116009,OVATION SSD M2 NVME 256GB / 512GB M.2 PCIe NVMe 2280 Internal SSD GARANSI RESMI,40,40,0,0,1,4,35,4.85,90333466,37103544
False,133169314,alvianfiqraa,100644,9290191235,"Fitur Terbaik:terbaik
Sepadan dengan Harga:terjangkau

Mantaps poko nya",76,99,1660653763,0,8904463726,1660653763,114226554285857,SSD M2 NVME / M.2 NVME/ M2NVME 128GB RX7 RESMI (GARANSI 3 TAHUN),361,361,3,0,2,24,332,4.9,95892050,133171138
False,288644088,amin_berkah,100644,10368029433,,0,0,1671597013,1,21550250074,1671597013,124425712132850,"PNY SSD 250GB SATA III PNY CS900 2,5 Inch  GARANSI 3 THN 6Gb/s",3,3,0,0,0,0,3,5.0,114058903,288663272
True,60050786,h*****2,100644,10144226119,"produknya bagus, perfomanya jga ok, sesuai dgn gbr. pengirimanya cepat, fast respon.",91,109,1669283753,1,3543026954,1669283753,122710117164761,SSD NVME M.2 128GB MIDASFORCE LIGHTNING MAX SSD NVMe M.2 PCIe Gen3 x4 M2SATA NVME,326,326,1,0,3,25,297,4.892638036809816,134085755,60052220
False,17925662,didiettriquetra,100644,5810239805,"Pengiriman cepat, harga termurah, tapi ya tolong lah masa barang seharga hampir setengah juta cuma dibungkus 1 lapis bubble wrap? Sorry bintang dikurangin 1 untuk packing.

Untuk produknya sendiri terbukti original & garansi 3 tahun. Semoga awet.",100,120,1630070212,0,1508245560,1663772508,83583212234227,"SSD Adata SU650 240GB - SSD Internal 2.5"" SATA III SSD 240GB",312,312,1,0,2,20,289,4.922829581993569,37846116,17926998
False,9081474,trixerian,100644,7024575058,"Kualitas barangnya bagus banget. Cepat kedetect dan support sama mainboard jaman now. Sellernya ramah, sabar dan responsif lagi. Pengiriman barang terlalu cepat. Terima kasih.",15,14,1640367274,0,5916668040,1669996423,93875942403501,TEAMGROUP SSD M2 2280 MS30 1TB ( 1000GB ),25,25,1,0,1,1,22,4.72,76511815,9082770
True,121914097,a*****t,100644,3112448639,"The SSD arrived safely, the arrival was fast. Not installed yet but I hope the item is suitable and durable. wrap securely protected with bubble wrap too. thank you seller and thank you Shoppe. the seller is also very responsive",57,69,1601657518,0,2040564150,1601657518,55167786242319,ADATA SX6000 Lite 128GB,157,157,4,0,3,11,139,4.814102564102564,135238684,121915921
False,370111958,ich1.sofwan,100644,9149464045,"Fitur Terbaik:Vgen brand ternama dengan harga yang jauh lebih terjangkau.

Garansi 3 tahun.. semoga gak pernah kepake garansinya.. awet terus yaa...",27,38,1659457769,0,1768776617,1669698532,113050488163099,SSD V-Gen 1TB - Sata 3 VGen 1 TB,107,107,0,0,1,8,98,4.906542056074766,15607053,370131535
True,52820943,i*****8,100644,7785406084,"WD  kualitasnya tidak diragukan, sesuai dengan iklan dan klaimnya... Paket diterima aman cuma pengiriman lamaaaaaaa.",11,15,1647527981,2,12846863396,1670324661,100762363581167,WD Blue SSD SN570 M.2 Pcie Gen3 Nvme 2280 500GB,50,50,1,0,1,2,46,4.84,22146031,52822331
False,174129501,fajarmed,100644,3718719910,"Seller Mantap Terpercaya, produk original, harga termurah, packing baik, pengiriman cepat.",14,19,1608983598,0,2035159628,1608983598,62366821224980,Adata XPG SX8200 PRO 512GB SSD M 2   NVMe,31,31,1,0,0,2,28,4.806451612903226,22145472,174131966
False,126530287,kokopandu,100644,10033747029,"Fitur Terbaik:terbaik
Sepadan dengan Harga:sepadan

Paket sdah sampai.dan lengkap...semua  sudah terpasang dan bekerja...packing baik..sukses terus buat seller..",336,430,1668237202,0,1353302622,1668237202,121586482242614,"Sandisk SSD Plus 240GB Sata 3 - Sandisk Plus 240 GB 2.5""",1130,1130,4,6,11,128,981,4.839681133746678,15607053,126532111
False,825340088,lail555,100644,10154556588,"Fitur Terbaik:terbaik
Sepadan dengan Harga:terbaik

Sangat baik, kualitas baik, cocok pokonya deh, semuga berkah kak, dagangannya pelayanan top markotop.",7,9,1669382799,1,15202235316,1669382799,121698109247972,Teamgroup SSD M.2 2280 PCI-e 3.0 x4 with NVMe MP33 PRO 512GB,28,28,0,0,0,2,26,4.928571428571429,76511815,825328636
False,388498140,ilmiddin,100644,8647849417,"Packaging tebal & rapi. Spek barang sesuai dengan pesanan. Setelah dicoba, kecepatan write dan read C: dan E: (SSD ini) dan D: (HDD lama) sangat jauh bedanya. Sayangnya untuk produk ini memang TBW nya tidak diketahui. Mantap, semoga barangnya bisa awet setidaknya selama 3 tahun sesuai masa garansi.",7,9,1654964840,0,7069403823,1670659406,108092038609410,SSD MSATA / M.SATA / M SATA 512GB RX7 RESMI (GARANSI 3 TAHUN),31,31,0,0,0,0,31,5.0,95959099,388517717
False,51911342,tonyseptiana,100644,8546358842,,2,1,1654131194,0,21705726809,1654131194,107681016346184,"SSD MIDASFORCE Super Lightning 2.5"" SATA III 240GB ORIGINAL | ITECHBALI",10,10,0,0,0,0,10,5.0,42736260,51912730
False,59420229,sandy_motor_kotagajah,100644,9523388325,"Fitur Terbaik:original
Sepadan dengan Harga:sepdan

Semoga awetttt.. 🤩🤩",63,84,1662869418,0,1260963459,1667387633,116322472298771,WD Blue SSD 3D Nand 1TB Sata 3 - WDC Blue 3D 1 TB,213,213,4,2,0,18,189,4.812206572769953,22146031,59421659
True,482989234,r*****4,100644,9942645176,,2,1,1667201138,0,6446680392,1667601470,120532627211553,SSD 2TB Solid State Drive Midasforce 2TB QLC SATA III-6GB/S,9,9,0,0,0,1,8,4.888888888888889,134085755,483008812
False,23208753,gilangramadhan0753,100644,5089082223,"Baru banget nyampenya,belum dites ,,nanti akan diedit lagi",20,25,1623739217,0,1353343592,1623739217,77161386544824,"Sandisk SSD Plus 480GB Sata 3 - Sandisk Plus 480 GB 2.5""",74,74,0,0,0,5,69,4.9324324324324325,15607053,23210089
False,21282284,yono.tk.metta,100644,8085949318,"Ngga dapet nota pembelian, barang sesuai, belom d coba. Moga aja bisa d bantu klo ada masalah 
Terima kasih buat seller dan shopee.",7,8,1650081631,0,10186078899,1650081631,103612154515507,PNY SSD NVME 256GB CS1031 PCIE Gen 3x4 M.2 2280,23,23,0,0,0,0,23,5.0,114058903,21283620
False,208639694,farelfahrezy06,100644,9227480512,"Fitur Terbaik:belum dicoba
Sepadan dengan Harga:sesuai

bintang 4 dulu gan, nanti kalau sudah dicoba di edit hehe makasih",13,16,1660171142,0,11057374608,1660171142,113295793283107,PNY CS1031 256GB M.2 2280 NVMe PCie Gen3x4 SSD,54,54,0,0,0,3,51,4.944444444444445,22145472,208643078
False,218789164,bayufebry__,100644,9760436100,"Fitur Terbaik:bagus
Sepadan dengan Harga:sepadan

Bagus, pengiriman cepat, produk original",22,22,1665229321,0,7463511493,1665229321,118644238296618,SSD VARRO M2 NVME HYPER FLASH 128GB GARANSI 5 TAHUN,62,62,0,0,1,2,59,4.935483870967742,95959099,218793140
False,18328867,ideastudio,100644,9589195764,"Fitur Terbaik:fantastiss
Sepadan dengan Harga:sepadan

Luarbiasaaa gerceeep bosque... booking lagi ah...",17,27,1663415560,0,2076210612,1663415560,117015783229917,Solid State Drive V-GeN 256GB M.2 NVMe PCIe Gen 3.0 - SSD VGEN M2 NVME,81,81,2,0,1,5,73,4.814814814814815,17847558,18330203
False,29521580,nurhadisae,100644,7617938981,"Barang apik.... Kualitas bagus... Harga murah, kelihatan mewah.... Respon penjualan bagus.... Kecepatan pengiriman ok...",3,3,1646092355,0,7196855667,1646092355,98611787211339,"Digital Alliance DA Drive SSD 256GB Sata 3 - SSD 3D Nand 256 GB 2.5""",9,9,0,0,0,1,8,4.888888888888889,15607053,29522964
True,128671484,l*****7,100644,10360008698,"Fitur Terbaik:Bagus
Sepadan dengan Harga:lebih murah dgn toko lain, kualitas sama

Pengiriman cepet, packing super aman, respon admin cepet, bagus banget",16,21,1671513993,1,12626862223,1671513993,123752357294233,PNY SSD NVME 1TB CS2140 PCIE Gen 4x4 M.2 2280,52,52,0,0,0,0,52,5.0,198264737,128673308
True,46804062,z*****t,100644,9336063893,Terimakasih recommended seller deh pokok ny mantap jiwa,22,26,1661059145,0,2076205793,1661059145,114495348279463,Solid State Drive V-GeN 128GB M.2 NVMe PCIe Gen 3.0 - SSD VGEN M2 NVME,110,110,0,0,1,8,101,4.909090909090909,17847558,46805448
True,106606352,b*****3,100644,7519425849,"tambah satset watwet maszzeehh lngsung kebaca aman👌 tp sayang bautnyaa:' trnyata di dalem lptop udh adaa, cek dlu aj klo yg belum order. sayang:'",19,20,1645124981,0,1736925642,1645124981,98559646332862,Solid State Drive V-GeN 256GB SATA M.2 (SSD VGEN M2),80,80,1,0,0,7,72,4.8625,17847558,106607831
True,179353026,m*****1,100644,9309980938,"Fitur Terbaik:paket sudah diterima dalam kondisi baik packing aman
Sepadan dengan Harga:kualitas produk baik dan berfungsi dengan baik, semoga awet

Produk original",6,9,1660819284,0,15639561924,1660819284,113974848270210,Memory Ghost SSD PCIe NVMe 2242 1TB,16,16,0,0,0,0,16,5.0,421718738,179355628
True,642510710,s*****a,100644,9590753895,"Fitur Terbaik:belom di coba
Sepadan dengan Harga:moga awet

Respon cepat,satu hari nyampe..pembelian kedua setelah mainboard..moga awet",66,85,1663429249,0,4270245412,1663429249,117018339214696,SSD M2 NVME / M.2 NVME/ M2NVME 256GB RX7 RESMI (GARANSI 3 TAHUN),262,262,1,0,6,10,245,4.900763358778626,95892050,642530295
False,323954241,yesi79,100644,8902844350,"Paket dh smp dg slmt, pngmsan rapi, seller fast respon, mksh seller, Shopee n wat bang kurirnya jg🙏",69,93,1657263958,0,707747067,1657263958,110796818183880,Solid State Drive SSD 240GB V-GeN SATA 3 PLATINUM,236,236,0,0,1,21,214,4.9025423728813555,39147332,323973840
False,154694295,r4tihrahmawati,100644,5727573227,"Produk yang datang sama dengan produk yg ditawarkan, tetapi belum dicoba",389,576,1629353833,0,1104627586,1670061072,82943033067458,"SSD Samsung 870 EVO 250GB 2.5"" - SATA III 3D NAND",1255,1255,3,1,9,117,1125,4.8804780876494025,6096805,154696210
False,80664054,denisuka,100644,8571835947,,3,3,1654349008,0,9804133073,1654349008,107888420241875,SSD M2 SATA / M.2 SATA / M2SATA 1TB RX7 RESMI (GARANSI 3 TAHUN),17,17,1,0,0,4,12,4.529411764705882,95892050,80665528
False,35108965,dickytombz,100644,8807511083,"Fitur Terbaik:ok
Sepadan dengan Harga:ok

Sip kompatibel dengan lenovo ideapad gaming yang 2242 speed lumayan",9,7,1656418835,2,15039560173,1669725700,109873033148028,Memory Ghost SSD PCIe NVMe 2242 512 GB,21,21,0,0,1,0,20,4.904761904761905,421718738,35110349
True,145465456,a*****n,100644,9842509304,Barang original sesuai dengan deskripsi penjualan sangat ramah barang langsung dikirim ke alamat proses sangat cepat,14,21,1666072879,0,4131611386,1666072879,119178704269746,SSD M2 SATA 512GB M.2 SATA 512GB MIDASFORCE HYPERLIGHTNING,77,77,0,0,0,3,74,4.961038961038961,134085755,145467280
False,17393608,phandier182,100644,7355683518,Mantap 👍👌😘,7,7,1643520883,0,10929662539,1643520883,97065826657003,Adata XPG SX6000 PRO 512GB M.2 - NVMe SSD,31,31,0,0,0,0,31,5.0,22145472,17394944
False,775053285,nxf2e2ihou,100644,9848791809,,2,5,1666141566,0,1827976431,1666243844,119506483161855,SSD VGeN 512GB SATA3 - Solid State Driver V-GeN 480GB SATA 3,21,21,0,0,0,0,21,5.0,114058903,775037039
False,103881288,ditaqt,100644,10232049767,,0,0,1670237283,1,20538872291,1670237283,123646255270236,"MSI SSD SPATIUM S270 240GB Sata 3 - 3D Nand SSD 240 GB 2.5""",2,2,0,0,0,0,2,5.0,15607053,103882767
False,166202706,akangrandi,100644,6004973669,"sdh dirakit, dan alhamdulillah sdh msuk 2 minggu lancar jaya... ssd nyaa....
rakit sndri beli bahannya. disini, josss,,,",161,192,1631763035,0,1862166621,1661756215,84783435295958,ADATA SSD SU650 240GB SATA III ( R/W Up to 520 / 450MB/s ) ASU650SS-240GT-R,578,578,1,1,3,38,535,4.911764705882353,43570421,166204946
True,17200575,b*****i,100644,7378049703,Terimakasih banyak barang sudah sampai dengan selamat semoga bermanfaat dan awet selalu...,2,2,1643787933,0,4857664576,1643787933,96967844340087,"TEAMGROUP SSD 2.5"" CX2 Series 2TB ( 2000GB ) Sata3",6,6,0,0,0,0,6,5.0,76511815,17201911
False,292884619,ombeard,100644,10156239939,Fitur Terbaik:mantap,2,2,1669406816,1,12375340676,1670384252,122296187189255,PNY SSD NVME 1TB CS2140 PCIE Gen 4 x4 M.2 2280,4,4,0,0,0,0,4,5.0,114058903,292903911
True,14712344,a*****r,100644,8482265585,"paking aman, hdd sudah diinstall win10
hasil crystalmark rw +/- 480mb an

pengiriman dihari kerja aj",4,3,1653545474,0,6097187767,1653545474,106195346508473,Digital Alliance DA Drive 2.5 SATAIII 3D NAND SSD 128GB/ 256GB/ 512GB/ 1TB,15,15,0,0,0,3,12,4.8,38316886,14713648
True,28406607,s*****a,100644,10328256209,"Barang sesuai pesanan, kualitas barang ok.. 
Pengemasan dan pengiriman baik, belum d coba.. Mudah²an cocok dgn laptop anak sy..",14,18,1671192337,1,4573638339,1671547458,124510417133533,SSD NVME M.2 PCIE MIDASFORCE 256GB 2242 LIGHTNING MAX GEN3 x4,49,49,1,0,0,2,46,4.877551020408164,35681211,28407991
False,87084141,wahyudwipratomo,100644,10323486797,"Fitur Terbaik:Terbaik
Sepadan dengan Harga:Bagus

SSD PNY rekomendasi dr youtube, kualitasnya bagus dan sesuai kebutuhan untuk laptop.
Semoga bisa beli produk yg lainnya 👍🏻 TOP",2,3,1671166274,1,13275236796,1671166274,124555276297348,"PNY SSD 500GB SATA III PNY CS900 2,5 Inch  GARANSI 3 THN 6Gb/s",7,7,0,1,0,0,6,4.571428571428571,114058903,87085618
True,435208580,e*****1,100644,10101425896,"Fitur Terbaik:gen 3 x4, nvme 1.3
Sepadan dengan Harga:worthed

Fast response, fast delivery.",59,69,1668847510,0,7797062172,1668923935,122365960214961,TEAM MP33 512GB M.2 PCIe GEN3x4 NVMe - Teamgroup SSD 512GB,152,152,2,0,1,9,140,4.875,37846116,435228157
False,215661889,ountaarab_,100644,5958061081,"Mantaap packingnya super aman double bubble wrap, barang belum d coba moga moga aman yaah, pesen jumat malem, minggu sore smpe mantap pokonyaa thanks indolegend computer",32,39,1631439524,0,6769535467,1631439524,84993956288406,SSD MSATA / M.SATA / M SATA 512GB RX7 RESMI (GARANSI 3 TAHUN),93,93,0,0,1,8,84,4.89247311827957,95892050,215665704
False,144347426,arif_jauhari,100644,3451045111,"Sippppppp..
Barang Original, cepat dan trima kasih ya....",11,10,1606058305,0,2342138493,1606058305,59556307109289,Orico Tcm2-C3 NVMe M.2 SSD Enclosure (10Gbps),60,60,1,0,0,3,56,4.883333333333334,187618,144349250
False,52754392,rudi1905,100644,10139756666,"recomended seller, semoga ssd samsungnya berfungsi dengan baik normal tidak ada kendala terima kasih seller..",90,93,1669246631,1,9613528171,1671543894,122524853184131,"Samsung SSD 870 EVO 250GB Sata 3 - SSD V Nand 250 GB 2.5""",246,246,0,0,2,17,227,4.914634146341464,15607053,52755780
False,96951313,rachmaddian21,100644,3959151421,"Barang sudah sampai ssd dan hdd enclosurenya mantap sesuai ekspetasi, joss pokok e cuk 🤘🏼👌💸",18,23,1611919944,0,2839912471,1667638530,65465668538115,Samsung SSD 870 QVO 2.5 1TB SATA III 560MB/S Internal SSD SATA3 QLC  Garansi Resmi 3thn,68,68,0,1,1,5,61,4.852941176470588,90341746,96952791
True,145922341,r*****t,100644,9987863040,"Fitur Terbaik:Ok
Sepadan dengan Harga:Ok",3,7,1667729242,0,20634678762,1667749094,121183209127236,"SATA HDD Caddy 9.5mm Universal Sata Harddisk 2.5"" SSD 5TB Case Drive",18,18,0,0,1,2,15,4.777777777777778,293199663,145924165
False,207534773,faisal020901,100644,9576327295,"Baranya bagus, pengantarannya cepat, pokony mantep dah",1143,1425,1663297637,0,2040373331,1668612195,116910785278240,SSD ADATA SU650 120GB - SSD SATA 3 / SSD SATA III - SSD 2.5 inch - SSD 120GB,3653,3653,12,11,37,308,3285,4.875274122807017,135238684,207538089
False,131970203,zonadigital,100644,9289707339,"Fitur Terbaik:mantap pokoknyaaa
Sepadan dengan Harga:udah sipplah..",9,16,1660650996,0,7996451797,1671828690,113737819257918,PC RAKITAN GAMING INTEL CORE i7 4770 HDD 500GB RAM 8GB VGA 4GB MONITOR LED 24 INCH | TH03,26,26,0,0,1,1,24,4.884615384615385,269930514,131972027
False,110257452,herikartono1,100644,6363079635,"Alhamdulillah barang pesanan dah nyampek dgn selamat, ssdnya berfungsi dgn baik,walau mahat tp barangnya kecil imut enteng banget, seneng dgn ssdnya pokoknya top, semoga awet...awet..amin.",26,28,1634855379,0,11811024976,1670888591,88160768246954,Seagate NEW One Touch Eksternal SSD / Solid State Drive / USB-C / USB3.0 / Android 500GB,88,88,0,0,0,4,84,4.954545454545454,16392358,110259033
False,277217812,rahmad019172,100644,10232544861,"Fitur Terbaik:bagus
Sepadan dengan Harga:ekomonis

Terimakasih ,barangnya bagus harga murah tapi barangnya setara harga mahal",9,10,1670240562,1,16437187180,1670382201,123617794261738,SSD SOLID STATE DRIVE 2.5 SATA 3.0 RX7 256GB,72,72,0,0,0,5,67,4.930555555555555,24081738,277222962
True,182130247,e*****o,100644,9809643108,"Fitur Terbaik:packing lumayan tebel dan Bagus
Sepadan dengan Harga:sesuai

Barang sesuai dengan deskripsi dan mantap.. semoga awet... TKS seller 😃",17,21,1665737168,0,16365533017,1665737168,119353001140150,"SSD V-GeN 128GB  256GB 512GB 1TERA SATA III 2.5""",73,73,0,0,1,2,70,4.945205479452055,20265343,182132899
True,42443491,d*****8,100644,9196667814,"Sepadan dengan Harga:Mantap
Fitur Terbaik:Mantap

Mantap",390,604,1659922012,0,135714316,1668834651,113390568235842,"SSD WD Green 240GB - SSD 240GB SATA 2.5""",1422,1422,9,0,15,116,1282,4.871740662438337,6096805,42444875
False,24486994,julindalinda,100644,9509603741,"Barangnya datang dengan cepat, respon penjual sangat baik. Barangnya bagus langsung di pasang. Bakal beli lagi di sini, mantap sekali",443,513,1662725721,0,1306289214,1669263800,115962708261570,SSD V-Gen 256GB - Sata 3 VGen 256 GB,1714,1714,2,7,9,122,1574,4.9030939871570345,15607053,24488330
False,417258481,agritekno_store,100644,10092238099,"Sepadan dengan Harga:keren
Fitur Terbaik:mantap

Rekomended bos",11,15,1668758928,0,20651992622,1670166564,121852757165540,"SSD WD Green 2.5"" SATA3 6GB/s",45,45,0,0,0,4,41,4.911111111111111,8530170,417278058
False,11351559,fujizhong05,100644,8977614891,"Jujur awalnya gw gak ada planning beli ssd karena mahal banget untuk storage 500an gb.
Tapi sejak pc gaming melambat gak jelas, akhirnya pertimbangin ssd. Jujur worthed banget setelah pake ssd EX2 ini. Jadi kencang banget pc gw. Cek garansi di website official nomornya terdaftar juga. Moga awet deh!",159,188,1657864358,0,3746354838,1671498904,110778767166081,"TEAMGROUP SSD 2.5"" EX2 Series 512GB Sata3",423,424,0,1,7,29,387,4.898345153664303,76511815,11352859
